years_experience,education_level,project_count,resume_length,github_activity,shortlisted
15,PhD,9,795,527,Yes
9,Masters,17,481,386,Yes
2,Masters,9,272,223,Yes
3,PhD,14,560,335,Yes
12,Masters,12,791,508,Yes
10,High School,13,473,412,Yes
15,Bachelors,13,739,471,Yes
11,Masters,13,681,455,Yes
1,PhD,7,422,156,No
6,Masters,11,549,427,Yes
4,Masters,5,585,249,No
8,Bachelors,7,490,285,Yes
10,Bachelors,8,515,276,Yes
15,Masters,17,720,589,Yes
7,Masters,6,509,172,Yes
4,Bachelors,9,530,233,Yes
2,Bachelors,4,198,4,No
14,Masters,16,738,562,Yes
11,Bachelors,11,684,408,Yes
14,Masters,16,802,540,Yes
5,Bachelors,12,268,238,Yes
1,PhD,6,230,42,No
9,PhD,15,690,508,Yes
0,Bachelors,4,521,117,No
4,Bachelors,11,531,253,Yes
12,Bachelors,7,717,371,Yes
3,High School,8,296,222,Yes
11,Bachelors,10,728,379,Yes
14,Bachelors,20,785,639,Yes
5,Bachelors,13,412,392,Yes
0,High School,7,339,201,No
14,High School,11,780,432,Yes
1,Bachelors,2,387,0,No
2,Masters,10,269,303,Yes
10,Bachelors,17,761,518,Yes
12,PhD,15,787,482,Yes
14,High School,15,900,518,Yes
1,Bachelors,8,297,249,No
6,Masters,5,554,209,No
0,Bachelors,1,216,29,No
12,Masters,10,742,564,Yes
8,High School,11,649,372,Yes
8,Masters,10,768,258,Yes
2,Masters,6,458,144,No
12,Bachelors,17,780,622,Yes
15,Masters,12,766,494,Yes
9,Masters,20,780,562,Yes
9,Bachelors,10,530,321,Yes
3,Bachelors,6,567,141,No
13,Masters,14,656,409,Yes
12,Masters,12,736,384,Yes
9,Bachelors,13,604,421,Yes
4,Bachelors,8,683,150,No
0,Masters,6,150,111,No
13,Bachelors,14,732,478,Yes
4,Bachelors,8,400,147,No
14,Masters,14,757,526,Yes
1,High School,5,468,132,No
8,Masters,11,568,349,Yes
3,Masters,4,580,235,No
2,Masters,8,281,198,Yes
14,Bachelors,9,694,385,Yes
3,Bachelors,11,296,285,No
13,Masters,12,785,455,Yes
2,Masters,4,287,77,No
0,Masters,8,314,179,No
5,Bachelors,8,525,234,No
3,Bachelors,10,361,285,Yes
1,Masters,6,478,244,No
13,Bachelors,15,857,504,Yes
2,PhD,16,523,404,Yes
7,Bachelors,11,698,336,Yes
7,Bachelors,12,348,373,Yes
7,Masters,17,464,361,Yes
9,Bachelors,11,487,288,Yes
0,PhD,10,347,152,Yes
5,PhD,12,150,293,No
2,Masters,5,346,208,Yes
12,Bachelors,15,685,460,Yes
13,Bachelors,12,698,379,Yes
14,Bachelors,14,900,463,Yes
8,Bachelors,10,600,366,Yes
5,Masters,14,565,377,Yes
5,Bachelors,8,670,372,Yes
8,Masters,22,734,521,Yes
9,Bachelors,17,627,441,Yes
0,PhD,8,286,215,Yes
4,Masters,7,619,320,No
12,High School,19,900,565,No
7,PhD,11,420,419,Yes
1,High School,9,275,231,No
5,Masters,9,494,221,Yes
0,Bachelors,4,150,64,No
4,Bachelors,15,559,266,Yes
1,Bachelors,5,404,98,No
8,PhD,22,243,585,Yes
13,Bachelors,12,758,515,Yes
8,High School,14,780,535,Yes
0,Masters,2,344,0,No
8,Bachelors,13,559,363,Yes
2,High School,7,166,101,No
8,PhD,15,499,371,Yes
14,PhD,13,895,399,Yes
5,Bachelors,6,531,189,No
5,Bachelors,6,479,109,Yes
3,Bachelors,4,292,151,No
10,PhD,12,719,331,Yes
9,Masters,11,520,410,Yes
5,PhD,8,625,207,Yes
5,Masters,8,753,335,No
6,High School,9,289,426,No
11,Bachelors,7,900,275,Yes
11,Bachelors,14,696,433,Yes
9,Masters,5,530,220,Yes
14,Bachelors,15,710,443,Yes
15,Bachelors,20,677,518,Yes
11,Masters,18,741,485,Yes
2,Masters,11,454,326,No
11,Bachelors,11,644,310,Yes
11,Bachelors,17,677,520,Yes
5,Masters,11,438,335,Yes
9,Masters,16,559,460,Yes
2,Bachelors,3,595,61,No
11,Bachelors,20,696,450,Yes
9,High School,3,429,251,No
4,Masters,3,548,97,No
6,Masters,9,340,240,Yes
14,PhD,11,724,425,Yes
10,Bachelors,14,738,337,Yes
15,Masters,11,900,511,Yes
3,Masters,6,600,203,No
6,Bachelors,11,433,392,Yes
13,Bachelors,20,880,468,Yes
10,Masters,14,666,474,Yes
13,Masters,15,682,464,Yes
3,Masters,7,307,236,No
13,Bachelors,12,894,418,Yes
13,PhD,12,892,304,Yes
15,Bachelors,11,687,495,Yes
13,Bachelors,10,900,554,Yes
6,PhD,10,419,251,Yes
13,PhD,18,823,539,Yes
8,Bachelors,7,441,189,No
2,Masters,9,519,29,Yes
5,PhD,7,292,299,No
6,Bachelors,14,684,504,Yes
14,PhD,12,603,482,Yes
10,Bachelors,10,488,260,Yes
3,Bachelors,10,279,288,Yes
9,PhD,12,766,348,Yes
15,Masters,18,746,623,Yes
12,Bachelors,12,675,397,Yes
13,Bachelors,14,631,465,Yes
3,Bachelors,8,353,102,No
11,PhD,12,637,424,Yes
9,Masters,11,625,300,Yes
9,Masters,12,489,316,Yes
15,Bachelors,21,637,612,Yes
13,Bachelors,15,900,554,Yes
15,High School,8,871,431,Yes
0,PhD,6,150,56,No
11,Masters,16,671,474,Yes
11,Bachelors,10,698,383,Yes
0,Bachelors,6,358,236,No
7,Bachelors,5,608,132,Yes
0,Masters,8,222,224,No
14,Bachelors,10,756,432,Yes
1,PhD,11,529,324,Yes
8,Masters,12,531,424,Yes
1,Bachelors,7,217,178,No
15,Masters,19,812,537,Yes
0,Masters,8,427,168,No
12,Bachelors,12,642,339,Yes
1,High School,4,261,65,No
0,Masters,1,222,80,No
6,Masters,10,330,270,Yes
0,Masters,2,509,113,No
12,Bachelors,11,605,351,Yes
2,Bachelors,7,503,100,No
6,Masters,14,390,305,Yes
0,Masters,5,605,112,No
11,Bachelors,10,843,359,No
1,Bachelors,7,456,155,No
8,Bachelors,17,484,558,Yes
9,Masters,14,573,516,Yes
11,Bachelors,13,650,391,Yes
2,Bachelors,6,346,68,Yes
7,Masters,7,684,303,Yes
1,Masters,7,334,194,No
12,Masters,17,629,511,Yes
3,Bachelors,3,565,113,No
15,Bachelors,8,900,404,Yes
7,Bachelors,11,644,207,Yes
7,PhD,16,462,428,Yes
0,PhD,5,377,162,No
15,Masters,8,900,431,Yes
10,Masters,6,588,312,Yes
8,Bachelors,17,499,375,Yes
6,Bachelors,11,605,356,Yes
8,Bachelors,11,607,281,Yes
4,Masters,9,447,302,Yes
13,Bachelors,15,781,472,Yes
6,PhD,10,339,342,Yes
3,Bachelors,10,607,274,No
5,Masters,7,542,224,Yes
11,Masters,17,555,604,Yes
2,Bachelors,5,388,114,No
14,PhD,19,615,641,Yes
0,Masters,6,238,156,No
10,Masters,18,566,388,Yes
4,Masters,12,393,221,Yes
3,High School,0,434,15,No
9,Masters,8,705,373,Yes
0,Masters,4,379,129,No
14,Masters,15,735,467,Yes
14,Masters,16,692,459,Yes
9,Bachelors,12,619,437,Yes
3,Masters,9,538,193,Yes
8,High School,7,736,345,Yes
9,Masters,14,711,410,Yes
6,Bachelors,9,661,242,No
3,High School,4,384,7,No
10,Masters,11,679,400,Yes
1,Masters,2,351,16,No
9,Bachelors,11,617,425,Yes
1,Masters,1,422,65,No
10,Bachelors,7,695,349,Yes
3,Masters,13,496,329,Yes
9,Masters,13,611,445,Yes
6,Masters,12,790,318,Yes
1,PhD,6,512,77,No
0,PhD,5,293,29,No
9,Masters,22,690,532,Yes
6,Bachelors,10,417,349,No
3,Bachelors,11,302,249,No
15,Bachelors,15,741,543,Yes
4,Masters,9,391,209,No
1,Bachelors,2,500,121,No
11,Bachelors,10,747,383,Yes
5,Masters,9,214,205,No
6,Bachelors,11,734,461,Yes
7,Bachelors,8,637,225,Yes
8,Bachelors,4,643,147,Yes
1,Bachelors,4,565,79,No
14,Masters,19,900,548,Yes
6,Bachelors,10,512,240,No
12,PhD,17,617,584,Yes
6,Masters,5,304,217,No
15,PhD,16,827,557,Yes
7,Masters,14,609,438,Yes
11,Bachelors,10,533,452,Yes
2,Bachelors,4,281,90,No
8,PhD,14,760,512,Yes
15,High School,16,732,534,Yes
2,Masters,6,519,195,Yes
8,Bachelors,12,667,263,Yes
8,Bachelors,12,571,354,Yes
11,Masters,14,787,456,Yes
2,Bachelors,6,310,189,No
11,Bachelors,11,739,375,Yes
15,Masters,16,900,672,Yes
7,Bachelors,10,597,338,Yes
0,PhD,8,409,227,No
13,Masters,14,692,420,Yes
9,Bachelors,13,725,363,Yes
14,Masters,13,751,507,Yes
11,Bachelors,16,556,519,Yes
15,Bachelors,18,900,564,Yes
9,Bachelors,7,887,276,Yes
7,Bachelors,10,396,221,Yes
4,Masters,8,391,345,No
6,Bachelors,11,563,311,Yes
14,Bachelors,15,853,509,Yes
3,Bachelors,11,433,248,Yes
2,Masters,9,475,49,No
2,Masters,10,423,252,No
1,Bachelors,4,496,45,No
13,High School,7,703,427,Yes
10,High School,4,654,253,Yes
7,Masters,15,495,384,Yes
4,PhD,17,406,426,Yes
11,Masters,7,696,279,Yes
1,Masters,6,363,129,No
11,Bachelors,16,755,458,Yes
12,Bachelors,17,660,432,Yes
12,High School,13,706,447,Yes
7,Masters,9,579,244,Yes
14,Bachelors,12,762,458,Yes
3,Masters,13,224,221,No
3,Bachelors,12,559,303,No
5,Bachelors,8,441,206,Yes
4,Bachelors,11,341,176,Yes
7,Masters,16,403,444,Yes
1,Bachelors,7,477,204,No
2,Masters,6,327,312,No
14,Bachelors,13,699,511,Yes
1,Masters,9,373,187,Yes
11,High School,11,861,430,Yes
3,Bachelors,4,495,225,No
1,Masters,8,589,161,Yes
2,Masters,8,376,166,Yes
9,Masters,14,740,399,Yes
5,High School,2,727,34,No
6,PhD,8,460,251,Yes
6,Masters,12,520,274,Yes
6,Bachelors,6,422,199,No
1,High School,10,418,171,No
4,Bachelors,13,461,351,No
0,Masters,3,439,113,No
1,Bachelors,4,380,155,No
14,PhD,17,696,615,Yes
3,Bachelors,11,366,196,Yes
5,Bachelors,6,538,178,No
14,Masters,21,718,609,Yes
0,Bachelors,10,493,127,No
15,PhD,15,668,559,Yes
13,High School,21,864,640,Yes
7,Bachelors,8,512,283,Yes
5,Masters,11,408,370,Yes
4,Bachelors,7,521,138,Yes
5,Masters,5,503,169,Yes
15,Bachelors,11,894,433,Yes
1,Bachelors,7,373,72,No
3,PhD,11,497,138,No
14,Bachelors,17,807,608,Yes
6,Bachelors,9,457,377,Yes
7,Bachelors,14,786,424,Yes
4,High School,6,372,185,No
1,Masters,8,505,124,No
7,Bachelors,6,611,248,No
3,Bachelors,5,438,76,No
3,Masters,11,534,251,Yes
6,Bachelors,12,573,382,Yes
10,Masters,13,659,409,Yes
14,Masters,8,589,388,Yes
11,Bachelors,12,534,269,Yes
6,Masters,7,582,87,No
8,Masters,6,724,272,Yes
13,Masters,10,851,402,Yes
3,Masters,4,485,189,Yes
3,Masters,9,467,194,Yes
11,Bachelors,13,684,433,Yes
4,Masters,9,666,214,Yes
7,Masters,8,558,257,Yes
9,Masters,12,631,383,Yes
11,Bachelors,15,493,517,Yes
13,Bachelors,11,758,450,Yes
12,Bachelors,19,555,538,Yes
5,Bachelors,3,640,187,Yes
14,High School,11,900,432,Yes
3,PhD,8,377,204,No
2,Masters,10,393,157,Yes
11,Bachelors,17,548,460,Yes
2,PhD,5,361,141,No
10,Bachelors,9,511,426,Yes
12,Bachelors,13,776,430,Yes
7,Bachelors,10,384,389,Yes
8,Bachelors,12,500,418,Yes
13,Masters,15,836,519,Yes
2,Masters,11,406,154,Yes
13,Bachelors,10,681,386,Yes
4,Bachelors,6,647,213,No
4,Bachelors,3,480,136,No
0,Masters,5,332,89,No
10,Bachelors,8,752,227,No
7,Bachelors,9,524,274,No
4,Masters,10,589,283,Yes
10,High School,8,681,428,No
6,Bachelors,9,638,244,Yes
12,Masters,23,677,705,Yes
4,PhD,9,576,279,No
6,Bachelors,11,528,261,Yes
6,Bachelors,12,562,265,No
10,Masters,13,566,376,Yes
7,Masters,11,613,302,Yes
2,Masters,4,460,147,No
8,Bachelors,13,520,351,Yes
1,Masters,5,420,151,No
10,Bachelors,8,740,325,Yes
10,Bachelors,11,456,396,Yes
10,Masters,11,582,454,Yes
0,High School,2,330,0,No
1,Bachelors,4,212,81,No
13,Masters,20,788,527,Yes
4,Bachelors,7,682,257,Yes
11,Masters,15,672,472,Yes
7,Masters,14,531,361,Yes
11,Bachelors,17,508,538,Yes
12,High School,11,466,406,Yes
4,Masters,13,498,386,Yes
4,Masters,7,624,211,Yes
0,Masters,4,522,114,No
1,Bachelors,3,237,154,No
5,Bachelors,11,423,425,Yes
0,Masters,6,178,36,No
10,High School,12,676,318,Yes
2,Masters,7,530,179,Yes
13,High School,13,743,490,Yes
2,PhD,5,410,98,No
4,Masters,8,348,125,No
4,Bachelors,10,313,220,No
6,PhD,8,609,300,No
11,Masters,18,624,590,Yes
2,Masters,3,647,98,Yes
7,PhD,12,564,401,Yes
12,Masters,11,786,452,Yes
11,Masters,9,480,219,Yes
3,Bachelors,8,472,232,No
11,Masters,12,489,317,Yes
11,Masters,11,724,427,Yes
12,Bachelors,9,706,374,Yes
0,Masters,8,336,95,Yes
9,Bachelors,11,528,332,Yes
8,High School,7,535,226,Yes
11,Bachelors,16,754,464,Yes
7,Masters,6,625,192,Yes
9,High School,16,723,481,Yes
7,Masters,13,630,406,Yes
2,PhD,9,382,239,Yes
12,Masters,8,836,337,Yes
8,Masters,8,656,360,Yes
6,Bachelors,10,591,347,Yes
12,PhD,15,751,438,Yes
0,Masters,4,259,76,No
1,PhD,8,319,138,No
1,Masters,6,214,193,No
13,Masters,12,769,427,Yes
15,Masters,19,865,518,Yes
14,Bachelors,10,717,396,Yes
0,Bachelors,3,460,97,No
6,Masters,11,404,230,Yes
11,Bachelors,13,665,536,Yes
6,Bachelors,12,627,412,No
0,Bachelors,3,168,119,No
7,High School,14,351,353,Yes
11,Masters,13,584,461,Yes
2,Bachelors,8,537,172,No
10,Bachelors,14,900,464,Yes
11,Masters,14,674,463,Yes
14,Masters,18,800,531,Yes
8,Bachelors,6,604,359,Yes
9,PhD,10,572,309,Yes
12,Masters,17,900,560,Yes
1,Bachelors,3,448,160,No
0,Bachelors,4,196,43,No
1,Masters,6,306,141,No
2,Bachelors,8,268,169,Yes
11,Bachelors,9,721,263,Yes
3,Masters,5,345,229,No
11,Masters,20,738,634,Yes
10,Masters,13,852,403,Yes
12,High School,11,581,445,Yes
4,Bachelors,8,386,242,No
15,Bachelors,16,684,485,Yes
10,Bachelors,14,686,503,Yes
14,Bachelors,18,771,525,Yes
15,Bachelors,14,694,491,Yes
9,Masters,13,603,545,Yes
4,PhD,9,301,222,Yes
9,Masters,14,518,456,Yes
5,Masters,9,617,190,No
1,High School,3,241,109,No
8,Bachelors,15,413,291,Yes
10,PhD,6,763,202,Yes
3,High School,6,506,74,No
7,Bachelors,9,500,273,Yes
14,Masters,22,900,630,Yes
1,Masters,6,382,178,No
14,Masters,20,900,569,Yes
12,Masters,14,682,441,Yes
6,Bachelors,8,624,109,No
12,Bachelors,25,900,695,Yes
5,Bachelors,7,392,200,No
1,PhD,8,485,246,No
11,Bachelors,14,784,441,Yes
6,Bachelors,11,522,367,No
1,PhD,10,259,99,Yes
10,Bachelors,12,561,411,Yes
14,Masters,16,626,499,Yes
9,Bachelors,18,557,387,Yes
3,PhD,9,416,267,Yes
7,Bachelors,9,346,323,Yes
7,Masters,6,796,322,No
0,PhD,7,289,121,No
10,High School,7,695,381,Yes
3,Masters,12,490,282,Yes
11,High School,8,592,464,Yes
13,Masters,11,840,409,Yes
4,Bachelors,9,394,225,No
5,High School,8,405,216,No
12,Masters,19,709,594,Yes
7,PhD,17,575,387,Yes
5,Bachelors,13,373,300,No
8,Masters,16,687,352,Yes
15,Masters,18,789,580,Yes
5,Bachelors,10,532,254,No
4,Bachelors,7,571,262,Yes
9,Bachelors,11,763,312,Yes
14,Masters,15,734,554,Yes
3,PhD,12,479,242,Yes
1,Bachelors,5,395,211,No
15,Bachelors,11,526,486,Yes
12,Bachelors,13,574,398,Yes
14,High School,16,672,515,Yes
2,Bachelors,9,458,184,No
12,Masters,16,640,415,Yes
8,Masters,10,472,302,Yes
9,Bachelors,9,678,334,Yes
10,Bachelors,11,836,421,Yes
11,Masters,16,483,483,Yes
8,PhD,9,724,373,Yes
14,Masters,17,760,559,Yes
4,Bachelors,3,380,159,No
12,Masters,12,685,452,Yes
4,Masters,6,429,50,No
15,Bachelors,18,900,550,Yes
3,Bachelors,12,303,265,Yes
2,Masters,6,442,189,No
2,Masters,0,604,6,No
0,Masters,2,259,12,No
0,Masters,10,270,202,No
1,Bachelors,5,434,58,No
14,High School,12,729,347,Yes
5,Bachelors,8,670,251,Yes
10,Bachelors,15,751,402,Yes
0,Bachelors,3,481,54,No
2,PhD,7,485,171,No
4,Bachelors,5,522,232,No
12,Bachelors,13,576,476,Yes
3,High School,7,533,232,No
9,Bachelors,8,589,273,Yes
9,Masters,15,725,499,Yes
4,PhD,9,540,412,Yes
11,Masters,19,573,434,Yes
2,Bachelors,7,627,208,No
14,Bachelors,13,494,577,Yes
8,Masters,7,718,327,Yes
14,Bachelors,14,605,441,Yes
8,Bachelors,5,382,240,Yes
6,Masters,17,581,347,Yes
7,Masters,16,504,388,Yes
7,Bachelors,6,663,197,Yes
15,High School,15,900,496,Yes
1,Masters,5,447,5,No
9,PhD,10,623,380,Yes
7,Bachelors,9,558,265,Yes
2,High School,6,403,182,No
11,Masters,15,785,417,Yes
0,Bachelors,5,492,0,No
1,Bachelors,4,305,102,No
11,Bachelors,6,727,316,Yes
7,Bachelors,10,644,353,Yes
8,Masters,9,517,328,Yes
13,Bachelors,9,680,355,Yes
11,Masters,14,496,417,Yes
5,Bachelors,10,619,301,No
5,Masters,19,526,499,Yes
0,Bachelors,8,272,137,No
11,High School,14,734,314,Yes
14,Masters,14,716,542,Yes
2,PhD,9,476,147,No
5,Bachelors,8,441,244,No
2,Masters,11,414,365,Yes
12,Bachelors,21,736,562,Yes
7,PhD,14,433,383,Yes
10,Bachelors,8,465,371,Yes
0,Bachelors,3,243,72,No
6,Bachelors,12,547,299,Yes
10,Masters,8,608,254,Yes
14,PhD,16,851,570,Yes
8,Bachelors,5,581,254,No
7,Bachelors,13,391,340,Yes
15,Bachelors,20,596,533,Yes
6,Masters,10,522,234,Yes
5,Masters,5,570,193,No
14,Bachelors,16,783,489,Yes
6,Masters,9,521,188,Yes
12,Bachelors,11,605,381,Yes
9,PhD,13,704,329,Yes
11,Bachelors,16,584,520,Yes
0,Bachelors,3,316,178,No
11,Bachelors,13,553,449,Yes
6,Masters,10,434,332,Yes
10,Masters,14,881,266,Yes
15,Masters,14,675,485,Yes
3,Masters,8,375,219,Yes
7,PhD,13,431,257,Yes
5,Masters,6,301,283,No
11,Bachelors,12,733,327,Yes
6,Bachelors,9,392,238,Yes
13,Bachelors,11,900,373,Yes
8,Bachelors,8,558,217,No
2,Bachelors,10,300,177,No
13,Masters,15,765,507,Yes
15,Bachelors,21,540,571,Yes
13,High School,10,900,444,Yes
0,PhD,3,330,0,No
3,High School,7,481,186,No
14,Bachelors,9,878,426,Yes
4,PhD,13,649,383,Yes
14,Masters,9,796,302,Yes
13,High School,12,710,415,Yes
1,Masters,10,556,203,No
12,Masters,11,404,339,Yes
10,Bachelors,11,751,315,Yes
1,Bachelors,5,336,0,No
8,Bachelors,8,379,225,Yes
1,PhD,12,334,262,Yes
13,Bachelors,18,875,518,Yes
1,Masters,8,320,297,Yes
13,Bachelors,17,564,538,Yes
12,Bachelors,12,900,259,Yes
10,Bachelors,9,589,436,Yes
5,Masters,9,527,249,Yes
11,Bachelors,12,830,357,No
0,Bachelors,3,322,78,No
13,Masters,17,594,398,Yes
13,PhD,14,753,533,Yes
3,Bachelors,6,404,135,No
10,High School,5,684,258,No
14,Masters,18,877,558,Yes
0,Bachelors,8,534,128,No
9,Bachelors,11,334,314,Yes
10,Masters,15,657,498,Yes
6,Masters,13,622,395,Yes
9,High School,10,773,282,Yes
10,Masters,12,792,336,Yes
4,Bachelors,7,553,210,No
10,Masters,15,674,549,Yes
10,Bachelors,12,687,373,Yes
8,Bachelors,12,689,404,Yes
12,Masters,25,746,734,Yes
4,Bachelors,13,416,329,Yes
9,Bachelors,11,353,345,Yes
4,PhD,15,453,373,Yes
4,PhD,13,417,317,Yes
1,Bachelors,7,248,236,No
11,Bachelors,9,502,421,Yes
8,PhD,12,553,386,Yes
2,Masters,6,327,146,No
0,High School,3,420,15,No
12,Masters,15,735,503,Yes
13,Bachelors,14,899,540,Yes
4,PhD,19,495,403,Yes
4,Masters,7,659,273,Yes
6,Masters,11,679,374,Yes
7,Bachelors,10,459,334,No
1,High School,3,416,108,No
5,Masters,15,525,352,No
9,Bachelors,10,613,357,Yes
0,Bachelors,7,185,207,No
4,Bachelors,9,600,268,No
2,PhD,12,591,275,Yes
2,High School,3,476,64,No
15,Bachelors,15,710,528,Yes
7,Bachelors,14,386,327,Yes
14,Bachelors,17,823,620,Yes
1,Masters,10,242,199,No
8,High School,7,900,243,No
7,Bachelors,13,718,342,Yes
8,Masters,9,466,208,Yes
15,Masters,20,697,626,Yes
11,Bachelors,13,673,410,Yes
15,PhD,15,781,523,Yes
15,Bachelors,22,776,662,Yes
15,Bachelors,19,708,661,Yes
3,Masters,8,544,336,No
1,Masters,6,644,186,No
2,Bachelors,6,423,271,No
9,PhD,13,735,442,Yes
7,Masters,12,706,318,Yes
0,Masters,8,445,252,No
10,Masters,14,900,401,Yes
10,Bachelors,11,785,342,Yes
12,Bachelors,12,619,523,Yes
6,Masters,9,375,267,Yes
0,PhD,4,150,46,No
1,Masters,6,250,166,Yes
2,Masters,9,568,242,No
13,Bachelors,9,814,362,Yes
2,High School,5,519,39,No
5,Masters,10,567,247,Yes
4,Masters,10,515,239,No
9,Bachelors,7,624,276,Yes
11,Masters,18,696,550,Yes
6,High School,5,658,248,Yes
10,Masters,11,476,344,Yes
4,High School,7,574,262,No
9,Masters,8,547,302,Yes
4,Bachelors,13,408,197,Yes
7,Bachelors,7,446,210,No
13,Bachelors,13,755,475,Yes
9,PhD,11,561,347,Yes
8,Bachelors,15,452,410,Yes
9,High School,10,689,243,Yes
11,Masters,10,855,417,No
14,Bachelors,12,900,364,Yes
9,PhD,15,438,458,Yes
9,Masters,17,648,476,Yes
11,High School,11,798,395,Yes
13,Masters,25,848,722,Yes
6,Bachelors,9,533,242,No
12,Masters,12,680,376,Yes
13,Bachelors,21,652,664,Yes
9,Bachelors,19,784,523,Yes
14,Masters,15,844,510,Yes
2,Bachelors,8,422,180,No
6,PhD,10,387,219,Yes
12,Bachelors,16,573,479,Yes
2,High School,9,498,241,No
10,Bachelors,11,522,187,Yes
13,Masters,11,834,324,Yes
9,Bachelors,10,883,400,Yes
4,Bachelors,6,364,147,No
10,High School,11,667,348,No
2,PhD,7,378,166,Yes
15,Bachelors,11,777,527,Yes
1,Bachelors,5,495,128,No
7,Bachelors,7,608,281,Yes
14,Masters,9,900,357,Yes
13,Masters,17,664,455,Yes
15,High School,16,560,467,Yes
9,Masters,8,900,299,Yes
5,Masters,15,609,372,Yes
10,Bachelors,13,800,413,Yes
15,Bachelors,11,766,407,Yes
1,Bachelors,4,347,50,No
1,Masters,9,512,157,Yes
3,Masters,8,445,268,No
15,Masters,11,782,492,Yes
12,Masters,5,855,280,Yes
11,Bachelors,12,794,431,Yes
13,PhD,13,900,380,Yes
12,Masters,7,655,339,Yes
12,Masters,16,619,428,Yes
9,PhD,9,723,264,Yes
11,Bachelors,19,900,423,Yes
14,High School,14,746,620,Yes
13,Bachelors,23,774,680,Yes
3,Masters,8,240,238,No
8,Bachelors,10,466,340,Yes
10,Bachelors,13,717,449,Yes
2,Bachelors,7,406,129,No
3,Bachelors,5,440,264,Yes
15,Bachelors,13,817,504,Yes
9,Bachelors,11,536,330,Yes
4,Masters,7,484,249,Yes
15,Bachelors,19,638,672,Yes
13,PhD,10,712,413,Yes
1,Bachelors,6,516,89,No
12,Masters,21,749,589,Yes
8,Masters,11,629,337,Yes
1,Bachelors,7,467,133,No
13,Bachelors,16,890,476,Yes
4,Masters,8,407,202,Yes
15,Bachelors,15,900,508,Yes
5,PhD,10,404,248,Yes
0,Masters,5,408,111,No
13,Masters,9,516,357,Yes
11,Bachelors,12,663,471,Yes
3,Masters,5,523,238,No
1,Bachelors,5,186,0,No
10,Bachelors,12,682,369,Yes
14,High School,17,796,545,Yes
1,Masters,3,385,83,No
1,Masters,5,344,55,Yes
1,PhD,4,423,128,No
12,Masters,11,627,312,Yes
0,PhD,8,266,118,No
2,Bachelors,11,206,278,No
10,Masters,11,560,402,Yes
6,Bachelors,7,396,212,Yes
8,Masters,9,653,310,Yes
9,Bachelors,7,511,281,Yes
3,Bachelors,10,433,316,No
6,Bachelors,8,611,254,Yes
13,Masters,16,830,404,Yes
4,Masters,9,322,249,Yes
11,Bachelors,15,851,518,Yes
9,Bachelors,16,562,546,Yes
6,Bachelors,12,541,268,Yes
3,Masters,10,654,152,Yes
5,High School,6,557,246,No
11,PhD,12,614,424,Yes
8,Masters,11,511,270,Yes
11,Masters,18,882,564,Yes
3,Bachelors,6,439,8,Yes
7,High School,9,474,282,Yes
12,Bachelors,18,669,599,Yes
12,Bachelors,20,546,670,Yes
14,Masters,13,883,454,Yes
0,Bachelors,6,446,128,No
7,PhD,17,551,441,Yes
2,Masters,5,478,194,No
2,High School,6,460,128,No
1,Masters,12,597,209,Yes
1,Bachelors,6,338,187,No
3,Bachelors,7,465,140,Yes
8,Masters,11,679,382,Yes
2,Masters,7,226,131,No
2,Bachelors,3,380,20,No
12,High School,17,664,381,Yes
11,High School,10,683,429,Yes
15,Bachelors,14,673,504,Yes
7,Bachelors,10,530,309,Yes
12,Bachelors,15,547,425,Yes
5,Masters,11,718,324,Yes
12,High School,12,694,400,Yes
15,High School,14,875,561,Yes
11,Bachelors,11,661,365,Yes
11,Bachelors,14,579,436,Yes
12,Bachelors,12,695,437,Yes
13,Bachelors,19,721,597,Yes
11,Masters,14,713,457,Yes
13,High School,24,733,730,Yes
14,Masters,12,900,549,Yes
6,Masters,12,401,413,Yes
8,Masters,13,712,484,Yes
11,Bachelors,14,786,522,Yes
4,Masters,9,415,156,Yes
2,High School,5,637,192,No
15,Masters,8,549,430,Yes
6,Masters,12,640,330,Yes
8,Bachelors,10,573,291,Yes
3,Masters,6,495,222,No
5,PhD,9,613,228,Yes
6,Masters,14,670,371,Yes
2,Masters,11,342,292,Yes
9,Bachelors,15,596,317,Yes
12,Masters,13,803,369,Yes
0,Masters,10,252,175,Yes
6,Masters,8,501,295,Yes
12,PhD,22,500,590,Yes
1,Bachelors,5,357,163,No
13,Masters,17,729,557,Yes
8,Bachelors,14,562,327,Yes
6,Masters,13,611,355,Yes
10,Bachelors,12,477,388,Yes
13,PhD,18,857,513,Yes
4,Masters,7,478,309,No
4,Masters,17,505,422,Yes
13,Bachelors,18,682,503,Yes
9,Bachelors,10,553,312,Yes
14,High School,11,732,401,Yes
7,Bachelors,13,530,434,Yes
7,Bachelors,8,586,244,No
2,Bachelors,2,190,0,No
3,Bachelors,6,603,179,No
10,Masters,9,655,364,Yes
9,Bachelors,18,584,587,Yes
2,High School,6,261,189,No
6,Bachelors,6,515,200,No
12,Masters,17,694,475,Yes
0,Bachelors,2,318,58,No
12,Bachelors,15,566,536,Yes
12,Bachelors,8,589,252,Yes
10,High School,15,817,363,Yes
2,Bachelors,1,330,60,No
1,Bachelors,6,204,143,No
0,Bachelors,7,349,101,No
15,Masters,13,900,617,Yes
5,Bachelors,7,451,184,No
5,Masters,12,788,383,Yes
